p,rho,theta
-0.736312118805606,72.5630051611012,5.81992535764519
0,72.8073736708721,5.70319160507304
0,69.1698772771067,1.59340491427911
-0.59228054715087,72.448898392754,1.51917759130754
0.87918321641927,72.2650184054498,3.73522518731852
0.378974448746878,72.0098680182098,3.60869327896274
-0.123679397315532,69.8579606349913,5.86555311062011
0,65.4379136398006,5.66509972513846
0,69.2248230985071,1.67038850963803
-1.46223770626849,72.1815285661512,1.46974419065841
-0.751340546312611,68.9053470089223,3.75463190865758
0.628399579991373,70.6579144444555,3.55420666290313
-0.199091157426274,68.4892654681009,5.91846968862485
0,68.263284589375,5.60235942602701
0,67.3109110660679,1.71860141203271
0.367701684740951,67.5382655751538,1.41224159490401
-0.265570154172113,67.8787388629164,3.81700519232922
-1.00278813555008,66.548631152639,3.51746588292329
1.45616398143661,64.5206960524296,5.95694574380815
0,66.5663019880179,5.55042090004375
0,68.3529145843833,1.79384163630309
0.466532503820831,66.1244101204691,1.35881649398304
1.53662351495088,68.7239983448286,3.90341429062945
-1.30012929768543,64.7767020164658,3.46649540006025
-0.993660227794189,67.5484909478369,6.02798024603737
0,62.3744548538903,5.49778714378214
0,65.3435856326388,1.82780823252452
-1.39189334947043,68.2160748284449,1.31814360689221
0.994295313090298,67.1133614932228,3.94513692241231
1.4811112865683,68.3657776218482,3.39368009241742
0.117570454117237,64.8622064456645,6.07309338960275
0,62.1577255356886,5.44297854083162
0,62.2216555711113,1.86156086306955
-1.3234427015553,67.2451790725551,1.26717061878506
-1.59393707617334,63.0367182433381,3.9500412074636
-0.981743718238116,63.3990869464222,3.35660827926322
1.28870930936086,62.2292324916514,6.12049485406934
0,64.2490010835966,5.39276687984823
0,60.5194322169334,1.90833399251267
1.33966624411953,62.2721827857351,1.19092302726493
0.146230698830079,64.6298709592554,4.03417682498749
-0.768961276528279,63.1177138332814,3.30197299659728
1.69968455147811,61.0631469067399,6.17342615958498
0,66.1299457023821,5.34583093653112
0,67.976364989605,2.01209072514651
1.45929321989562,61.6896133275286,1.13525187358439
-1.0819255369479,62.4838470269717,4.06644115680337
-0.50623053098004,63.1182142927388,3.24776443182793
-1.7552602883903,66.7631586564334,6.23320866070561
0,62.2912633383687,5.28344644604262
0,64.7131827315733,2.04698304416722
-1.57920887080631,66.1757340338587,1.11832392884262
0.279637293480919,64.133738432513,4.14054363005347
-0.0979636389755573,63.5574687330616,3.19409226770098
-1.78836555282563,66.7371,0
0,60.7491178310434,5.2232164858683
0,63.55244295926,2.09402773212607
-0.369168731774961,64.1941238000021,1.05217769827617
-1.20651772503902,61.8386856141041,4.17189293642778
-1.82667851668906,60.4757,3.14159265358979
0.493699720737549,62.8730233565565,0.053071667247417
0,60.6497744857308,5.16709732675583
0,65.7702243696948,2.15335312731379
-1.09302220912172,65.3228530917779,1.01062282367566
0.139772458718924,63.9427184611352,4.24286919857454
0.217587728000302,64.103322051155,3.089540490699
1.234813661732,61.8635644986134,0.108333417382787
0,66.8609928010346,5.14769876480498
0,59.9122670084349,2.18832454178092
0.27699302924803,63.6026941930136,0.938044026257671
0.492943969235179,64.7710405296997,4.29887199259712
-1.20350395663385,61.9174470377623,3.03335388146668
0.527250699580696,63.5310756811972,0.15932788552153
0,64.8742787127533,5.08193534176691
0,60.1498499710515,2.24398798965959
-1.79860774660106,66.8826062007903,0.919434797428757
1.69607033879298,67.1837384155571,4.36154044264983
1.25495163912134,66.5806787074148,2.98962058716171
0.133776098823121,64.8347245803512,0.210182305086727
0,66.1848944694331,5.03517969353096
0,66.9953652991757,2.30534708587803
-0.336740699205388,65.4959581893417,0.843717685136526
0.0484204618210456,65.1411404169439,4.39862707868125
0.387299839628592,65.7176329242008,2.93427557997144
-0.957725947039827,67.4882105808118,0.25543809815464
0,65.1867323878103,4.96799693563066
0,63.8262864970225,2.35619449019234
-0.0800732861841784,65.9826815154553,0.786884549588671
0.955895746686496,67.4852111720042,4.45693927561483
0.393404164024734,66.5429828444743,2.88244327671362
1.57844099494829,64.3201034306538,0.327294884391949
0,64.7521270323223,4.89998313886474
0,64.4192086399701,2.4105842343626
-1.21723911953787,68.3433980300219,0.755965704929296
-0.349877727230528,66.3220000018847,4.50105027720847
-0.891954204373745,65.4471021583844,2.82013828896628
