p,rho,theta
-0.75240287080792,70.92897666483,5.81317203612411
-0.0013335636517742,72.3700653023058,5.70702007383373
0.0283047701521022,72.7174815400542,1.58340647613913
-0.565646801882883,71.1669436349131,1.52823661951254
0.882341322391738,70.9130000985715,3.72658563658275
0.377445625234064,71.4455130354594,3.61355611174664
-0.125509020318594,70.0299049795157,5.86600517784771
0.0714182282987567,69.1878401664628,5.63243054803747
-0.000163253871517135,70.3207957616977,1.68162019843789
-1.43231941531908,69.660883378465,1.48995869164214
-0.746317598970662,69.9103310655872,3.76101173186926
0.628855686704032,69.1133377498873,3.56402817955984
-0.196790416603553,69.3388556590026,5.9205858300976
-0.000604560787376533,68.1121106395184,5.60346509857368
0.0247380733941294,69.0749623597436,1.72820275969382
0.371359198696267,67.1681381475622,1.41442378330442
-0.268769829363962,68.3425650883108,3.81980384821776
-1.01191604330597,67.4618706954528,3.51176669902462
1.51553868312008,68.8042710267321,5.96822041084917
5.12061768698855e-05,66.434791377109,5.55119881295892
0.0139941622347797,67.7612775270656,1.79187288235933
0.480994550713762,65.8088651284156,1.36043911217251
1.57861420002904,66.4548699898661,3.89129212205752
-1.31187837566344,66.0772656659611,3.45947776652034
-0.993654454291497,67.9770161647303,6.02962608087151
5.12061768698855e-05,64.9265963785258,5.4846915936848
-0.022088035658549,67.1278984589865,1.83444102638382
-1.36252354127675,65.3630658503715,1.33085889439339
0.977107595576523,65.4516034224525,3.93656827135188
1.48222557258783,64.985245408631,3.4071134750994
0.0990455933800187,66.457583048212,6.08606448516358
0.0192865589473602,64.0742118781808,5.43607028612027
-0.00129997918661544,66.6682349802363,1.87015091789428
-1.31599488308276,64.4575962338808,1.27276105623868
-1.60397142385185,65.132571854718,3.95728595799867
-0.976853561458079,64.1974548879471,3.35414012898056
1.31006549581818,65.1361776082915,6.13812874703238
0.00655384931573296,63.5252348140485,5.39520774729457
-0.0257374667100967,66.2697563349225,1.9145377063581
1.40513199114294,63.9556654201174,1.18921594445804
0.146521106015482,64.4262149439186,4.03355328486813
-0.770260314633956,63.6549755815679,3.30081461433772
1.69908988070084,64.7604275766652,6.17971936533473
-0.00248604716511976,63.3205782845514,5.35027482352218
0.0259648272461035,65.9511473065481,2.01140147340795
1.51651440507501,63.8244197173778,1.13466912813165
-1.08168304983484,64.0285746291451,4.07019416373162
-0.506229376279502,63.2989935214147,3.24746007017181
-1.74307242420771,64.4474427804091,6.23183735815
-0.00613480849035513,63.1606528051286,5.28337448244588
-0.00312564156683072,65.2855006203521,2.04815282784278
-1.55583195840682,63.8412839884193,1.11877671976262
0.279933474169013,63.5518457441639,4.13989022175416
-0.0976027950573138,63.0079340766574,3.1945507378244
-1.78744179239493,64.4212000333933,3.21980962677379e-05
-0.0663277309753118,63.212596650114,5.22392763456933
0.000123335296555095,64.9335435707154,2.09592382229632
-0.365516991322337,63.4690036632056,1.0530006044358
-1.16139202799916,63.4084616569429,4.17322119895188
-1.82667274318637,62.9095,3.14159266874925
0.522705798261635,64.967261711118,0.058269531075238
-0.0163475574020504,63.4464991722948,5.17161776219946
0.00961617287854165,64.6381552818457,2.15252744009052
-1.08484115580731,63.2310889630251,1.01222517475625
0.137238468387451,63.6340326518758,4.24354281060111
0.21796646977689,63.0824692722225,3.08868529467073
1.30058540439809,64.6016688652855,0.112498953679344
0.0287486370390551,63.6463834832742,5.14268598139433
-0.135482168868576,64.556499872902,2.18724558185154
0.277116004855367,63.2463134168309,0.937805747443607
0.487740311258973,64.2309615044022,4.30060176396104
-1.20105599149249,63.5051843257982,3.03826866578219
0.530437673066623,64.5048885504037,0.158443950596059
-0.00388340802163941,64.4349567027867,5.08022299970104
0.0311479315527265,64.5873387471569,2.24362751217586
-1.74577442346751,63.2855420847448,0.914747315081154
1.71086782619231,65.2171597468795,4.36895803559141
1.28521634023226,64.3937067130787,2.98135653393731
0.131979384785403,64.6363923276973,0.210436681287271
-0.0144661460798422,65.3634842389847,5.03121158013401
-0.000864997720305281,65.0808399860512,2.3103964077178
-0.348419917800825,63.8025797579534,0.839735818462624
0.0406833331286085,65.7016431053288,4.39604643761546
0.390796272858805,65.314754991579,2.93201541707876
-0.980115590479001,65.5513347406443,0.266411802920036
0.0497740595271607,67.0894785773447,4.97768774920298
0.029862980793618,65.5924075217551,2.35018981893779
-0.0844623029305579,64.4205002954805,0.782645272564502
0.950070282470373,67.2551183545907,4.45800808566821
