train_loss,train_val_loss,train_grad_loss,valid_loss,valid_val_loss,valid_grad_loss
0.02435115289379998,0.005532259289190794,0.018818893604609185,0.0005152005848746437,0.0004067435481740783,0.00010845703670056537
0.0005663378999539419,0.0003589842788875103,0.0002073536210664315,0.0005300246148991089,0.0003100732310364644,0.00021995138386264444
0.00043008985512375754,0.0003145825141808018,0.00011550734094295573,0.00031020048874052006,0.00029246890957777697,1.7731579162743097e-05
0.0003800350467749619,0.00030134784053079784,7.868720624416407e-05,0.0009474481740190338,0.000360217985836789,0.0005872301881822447
0.0003507843319594637,0.0002950407083068664,5.574362365259731e-05,0.00031330392509213806,0.00029749815415901443,1.5805770933123616e-05
0.0003314709011371936,0.0002890602915082127,4.241060962898094e-05,0.0003183691555304297,0.00027683929310490685,4.152986242552288e-05
0.0003195400650288017,0.00028439559081258874,3.5144474216212984e-05,0.0002964671473998654,0.0002750489755999297,2.141817179993571e-05
0.00030608914879800674,0.0002776414548124497,2.8447693985557027e-05,0.0002841149693781821,0.0002709341284663727,1.3180840911809355e-05
0.0002959233323902178,0.00027180086133691173,2.4122471053306073e-05,0.00026653668575745543,0.00026054077841496716,5.995907342488256e-06
0.0002869797929417473,0.000266277001115183,2.0702791826564257e-05,0.0002965595659955094,0.0002593754831391076,3.71840828564018e-05
0.00027997881139266005,0.0002599512966737772,2.0027514718882838e-05,0.0002548192935652575,0.0002502655810676515,4.553712497605981e-06
0.00027149614147783723,0.0002507209546243151,2.0775186853522123e-05,0.0002611710125677443,0.00024889716285591326,1.2273849711831039e-05
0.0002569329673308554,0.00023712795854080468,1.980500879005073e-05,0.0002652363907992064,0.0002301974013525372,3.5038989446669195e-05
0.00024926379726578795,0.0002312064956019943,1.8057301663793622e-05,0.0002603791656224833,0.00022769084446287404,3.2688321159609285e-05
0.0002445339245631961,0.000225656061906678,1.8877862656518118e-05,0.00021803315100793648,0.00021404943094433594,3.983720063600534e-06
0.00023466241385946583,0.0002147426147557174,1.9919799103748423e-05,0.0002563462261576206,0.00023854048777526867,1.7805738382351894e-05
0.0002316974109013851,0.00020518112009158357,2.6516290809801528e-05,0.0002349061711555502,0.00020984496956225486,2.506120159329536e-05
0.00022073979286257476,0.00019556301326568548,2.5176779596889293e-05,0.0002127850048074227,0.00020126724059227853,1.1517764215144173e-05
0.000206704100815053,0.00018166366848551357,2.5040432329539424e-05,0.00021996764914753537,0.00016594418465780715,5.402346448972821e-05
0.00018389362055155895,0.00015557856071197118,2.8315059839587776e-05,0.00014685759050771596,0.0001380013911984861,8.85619930922985e-06
