train_loss,valid_loss
6.506189901307025e-07,4.6445685372968155e-09
6.294777795111154e-07,1.4971906962576517e-06
6.333929075835816e-07,5.554849616601132e-07
6.102751750185931e-07,2.3264663106298637e-07
7.247870150935162e-07,3.429433779539674e-08
4.661266292048438e-07,2.0761902135291166e-08
5.765901391157809e-07,3.226446224668204e-08
5.442239559529346e-07,3.827503795643376e-06
5.530921602853548e-07,1.2515199975950965e-07
5.896079851647862e-07,1.8676147468236572e-09
5.461293032835712e-07,2.588232944496364e-06
5.596779415416956e-07,4.0415918651888206e-07
5.785105730729138e-07,6.4287402021060795e-09
5.375268023069424e-07,9.574824473323437e-07
5.630496501624431e-07,2.578153859455294e-07
5.685742195999192e-07,1.3869547643707847e-08
5.844729819369121e-07,1.4770752316811315e-07
4.5788476450455327e-07,1.0691217759036439e-08
4.852642773159962e-07,2.8444024928830913e-07
5.26998825372793e-07,5.775276392701775e-09
4.950128838472937e-07,1.6297349794361555e-07
5.079692457207999e-07,2.9349911152773226e-07
5.160398806632216e-07,3.321722624756755e-07
4.971954141434883e-07,5.799574750805428e-07
5.009541212512403e-07,2.1630629368398028e-07
4.978695982778151e-07,1.0154563653941296e-09
5.056683074258513e-07,5.5844163916845e-07
5.00956376148931e-07,4.413231643714728e-09
5.09174553541906e-07,3.7280690906982275e-08
4.3528719306120677e-07,1.1449076858127683e-09
4.2710129055727465e-07,2.0334362245459185e-08
4.784933276761549e-07,2.47620281423148e-09
4.29891921444181e-07,2.3605821626896764e-09
4.597740157435008e-07,1.1621607354091642e-08
4.3170453929632186e-07,3.4031206863195015e-07
4.4959551371069514e-07,2.083158856009959e-08
4.5240348567897234e-07,4.185599803046595e-07
4.585740249345586e-07,5.762643159262855e-07
4.5882005463383874e-07,2.9806936163367936e-07
4.277898278957674e-07,5.557108949687972e-07
4.604740082221781e-07,7.80999635723371e-07
4.4215849960765513e-07,3.7644332981775126e-08
4.0819477149588813e-07,3.788225340031204e-07
3.8956359815400057e-07,6.107248460788621e-09
4.2485114906432033e-07,3.6194350753551894e-07
3.854732807243207e-07,1.8201160491670975e-09
4.0837582159882756e-07,2.2288858390358732e-09
3.8600060817121455e-07,8.041180759998194e-07
4.2000536270832e-07,6.368421527819615e-08
3.944913253425201e-07,3.5504333189588046e-09
4.0322403591985063e-07,3.0983266236338146e-07
4.137016831549545e-07,2.9144375177499643e-09
4.01993421545388e-07,1.6634871218457194e-08
4.076494413263928e-07,1.2116930760991332e-06
4.0972909120909526e-07,2.900947073430871e-06
4.1319762869097924e-07,1.9559248804294306e-09
3.8093871514952585e-07,1.876636456927372e-07
4.137990197503309e-07,2.793220434682553e-09
4.243914183972149e-07,3.062141602761888e-06
3.689594574084391e-07,9.846706167119616e-09
3.909228938028401e-07,4.3525881252056326e-08
4.1830005124078675e-07,2.0724762102872774e-07
4.273167284818117e-07,4.863392705800606e-09
3.871787307759611e-07,4.516265674775847e-08
4.0020921791850127e-07,1.9823309217675464e-07
4.119886542685691e-07,1.321228036725112e-09
3.738256780723592e-07,1.1864164290121456e-07
4.2194926742832686e-07,1.0546868363547902e-09
3.8435863089993914e-07,7.463430550463575e-07
4.1365432872616143e-07,1.595480574382672e-09
3.8873350028388506e-07,6.825093384084842e-09
3.6182391017236526e-07,6.270604243544161e-08
3.480041129806081e-07,1.9794543261989854e-09
3.436824157120692e-07,3.397744417119005e-07
3.8502661663268137e-07,1.2799414873162126e-09
3.63079643626237e-07,1.6738317385171322e-09
3.4436896098141525e-07,2.551869806969383e-06
3.8210933932720794e-07,1.560431407779106e-06
3.5287044373255584e-07,1.089630910125076e-07
3.5294729708719906e-07,2.1249312178497347e-07
3.570515026665314e-07,1.1545707609836124e-07
3.551069121364788e-07,3.646941490842437e-08
3.662184588829239e-07,4.548716439482329e-07
3.6015786451314055e-07,6.252382481761743e-07
3.551767387409773e-07,7.924302085105713e-08
3.352910762078517e-07,3.852581962959789e-09
3.0537584713234977e-07,2.7228164354179776e-08
3.3859011953015403e-07,1.618599291752787e-09
3.1434870931595545e-07,1.3565611347985395e-07
3.2563578854637084e-07,3.0499994463752957e-06
3.0983859299394584e-07,1.7647749004178573e-07
3.255157954062948e-07,2.669308747499599e-06
3.3074299132567946e-07,1.3120038220222342e-06
3.146481424258033e-07,2.110569006769462e-08
3.323791517713855e-07,1.1407665856116485e-07
3.1053682370085766e-07,2.2969592784344666e-07
3.2706142122620463e-07,1.8701100747383255e-08
3.238253499255291e-07,2.778701966595539e-09
2.809686296948962e-07,2.881221588779681e-09
2.858658757722547e-07,1.18351201398544e-08
2.8040274821316364e-07,6.209292210617908e-08
2.955228262741194e-07,1.73290450722637e-08
2.955869239901432e-07,3.402120786404339e-08
2.805389100883608e-07,8.554443715183879e-07
2.901391844361741e-07,2.546717309996893e-07
3.0271802820260874e-07,4.096906262566335e-06
2.814452896089392e-07,4.430191321110518e-08
2.905248617652253e-07,1.4434993398992902e-08
2.8059862643348886e-07,1.0577220777652959e-07
2.989433419279634e-07,6.6569273279526444e-09
2.892627550627432e-07,2.021207476142687e-07
2.8993792372523273e-07,1.4061370225704196e-08
2.482544071029065e-07,5.416507474365062e-09
2.523071221625243e-07,1.6894899135877495e-07
2.5934181303089627e-07,2.365108525358058e-07
2.694326724148007e-07,9.088025359460516e-08
2.608968497274914e-07,4.359998494692263e-07
2.5823940499044205e-07,2.3983360473115074e-07
2.6124735320355675e-07,1.3235798575503093e-07
2.66994390815715e-07,1.666536931149191e-07
2.497994036375406e-07,6.306291175709096e-08
2.558509639310665e-07,6.585292331086142e-07
2.6843566560410537e-07,1.1343490088222551e-08
2.6911188023106545e-07,6.8527801893480954e-09
2.0723251198577765e-07,4.0701026982029965e-08
2.430367732016029e-07,7.796848940415657e-07
2.3520916035855894e-07,1.6918239255877172e-08
2.3204516154417358e-07,1.0879381616935764e-07
2.308420136050593e-07,8.443967002449426e-08
2.3746957072334022e-07,6.54002142103612e-08
2.454506416016559e-07,1.6120207758281898e-09
2.2822179633143295e-07,3.3927177158451135e-07
2.3247067823334669e-07,1.205614134332696e-09
2.399290287276627e-07,4.1851219439574077e-08
2.271318610469919e-07,8.404494254321549e-10
2.3274099810267993e-07,4.669855724083997e-07
2.05857064408832e-07,3.649953219451163e-08
2.0925084967533535e-07,3.536929006107433e-07
2.1776337833473806e-07,7.213157877513273e-10
2.073288512502991e-07,5.022715363717604e-08
2.105203681809294e-07,5.245437286897451e-10
2.1332080846994116e-07,1.2398814838239977e-09
2.050584184172255e-07,4.159291823005636e-08
2.0699793972743425e-07,2.60204270906191e-08
2.2272028240795845e-07,5.456181931246344e-07
2.0844512853915495e-07,8.412302019422669e-10
2.0865489894572598e-07,4.511994043696177e-07
2.1481918952619416e-07,7.902810226075492e-10
2.1412603892493703e-07,2.3588255386168082e-08
2.1281961359845466e-07,1.0498801375433686e-07
2.011958777445866e-07,7.070897981797942e-10
2.1908509733834513e-07,4.172039828276297e-10
2.0665755860753698e-07,1.0347439326589361e-08
2.038333204898694e-07,1.0097830230648696e-09
2.1378539950325978e-07,6.11998336595813e-07
2.1289869563902996e-07,4.0321972628968676e-09
2.111951066016656e-07,7.872612167147964e-09
2.1777653248129524e-07,1.9755511932695903e-06
2.0635567298032954e-07,7.264757159949416e-07
2.0219388452686894e-07,1.4605224387196359e-07
2.159025816013719e-07,4.60782909522095e-07
2.108506260166306e-07,3.692403784801475e-08
1.7642349370116477e-07,2.058993560301777e-09
1.954678229665478e-07,4.0870934129391874e-07
