-64.0642,-32.8954,68.2753
-63.8644,-31.8845,68.2404
-63.6599,-30.7608,68.2127
-63.4794,-29.5699,68.2028
-63.3076,-28.3151,68.194
-63.1674,-27.0667,68.2029
-63.0275,-25.8191,68.2122
-62.8931,-24.6018,68.2061
-62.7519,-23.3078,68.1972
-62.609,-22.0021,68.1837
-62.4687,-20.6915,68.1741
-62.3681,-19.3348,68.1495
-62.4174,-17.9095,68.1374
-62.4845,-16.4703,68.1286
-62.5511,-15.0231,68.1235
-62.6076,-13.5483,68.0766
-62.6618,-12.0728,68.0171
-62.7139,-10.603,67.9733
-62.7663,-9.13226,67.9558
-62.8185,-7.66157,67.9384
-62.8655,-6.20298,67.9287
-62.9081,-4.7879,67.9529
-62.9385,-3.32788,67.965
-62.9665,-1.82915,67.981
-62.9871,-0.326833,68.007
-63.0073,1.15711,68.0289
-63.0173,2.58852,68.0324
-63.0084,3.91349,68.0159
-63.0014,5.20545,68.0064
-62.9939,6.48995,67.9904
20.2297,60.985,68.0331
21.6528,60.4759,68.096
22.9957,59.9646,68.165
24.3805,59.43,68.1773
25.6846,58.9037,68.1858
27.0045,58.2428,68.2281
28.3526,57.4007,68.2321
29.7457,56.3754,68.1766
31.1602,55.3338,68.1169
32.6001,54.2827,68.0903
34.0213,53.2469,68.0755
35.3768,52.2895,68.0545
36.7252,51.3492,68.0412
38.0685,50.4404,68.0561
39.4064,49.5347,68.0616
40.7407,48.6309,68.0611
42.0421,47.7556,68.0396
43.318,46.9003,68.004
44.5674,46.0803,67.9568
45.9425,45.2306,67.918
47.3632,44.3728,67.8356
53.3155,40.882,68.7288
54.7827,40.1713,68.5667
56.26,39.4662,68.3965
57.7406,38.7619,68.2278
59.2061,38.0675,68.0567
60.6466,37.3812,67.8593
19.8001,-61.3897,68.4349
19.0581,-62.4853,68.319
18.256,-63.6109,68.2019
17.3528,-64.6919,68.154
16.0793,-65.6498,68.0688
14.6851,-66.4659,68.0034
13.2607,-67.2417,67.9804
11.762,-67.9837,67.9903
10.2632,-68.7257,67.9994
8.8284,-69.4237,67.9753
7.43189,-70.0907,67.9424
6.02539,-70.7443,67.9228
4.62501,-71.3725,67.9157
3.33224,-71.992,67.8717
-1.88686,-73.0873,68.8099
-3.30946,-72.5862,68.6084
-4.677,-72.0292,68.383
-6.02411,-71.4729,68.1759
-7.32518,-70.906,67.9983
-12.5093,-67.9289,68.589
-13.7641,-67.0544,68.3512
-15.0234,-66.1791,68.1033
-16.2439,-65.3306,67.8332
-62.9841,5.00549,67.8204
-62.9234,3.61984,67.8516
-62.8863,2.22512,67.8956
-62.8821,0.748949,67.9583
-62.8779,-0.727217,68.0211
-62.8781,-2.19448,68.1009
-62.8871,-3.61003,68.1314
-62.9039,-4.99954,68.1237
-62.9187,-6.38508,68.1324
-62.9306,-7.73466,68.138
-62.9292,-9.07375,68.1495
-62.9192,-10.3912,68.1623
-63.0578,28.785,68.2378
-63.5981,27.9118,68.5573
-63.0447,7.42437,68.8064
-63.2799,8.68851,68.7892
-63.5082,10.0113,68.747
-63.7217,11.3474,68.7375
-63.9262,12.7488,68.7324
-64.1292,14.163,68.767
-65.1712,22.8378,67.8255
-65.1067,24.2755,67.8692
-64.6994,25.6855,67.9553
-64.1183,27.1524,68.0445
-63.5372,28.6192,68.1337
-62.9606,30.0286,68.2215
-62.3863,31.4157,68.291
-61.7949,32.7858,68.3267
-61.1113,34.1573,68.3002
-60.3766,35.4221,68.2551
-59.6013,36.6647,68.2218
-58.7838,37.7843,68.1914
-57.8727,38.8317,68.176
-56.8625,39.8146,68.1205
-55.7789,40.7079,68.0246
-54.6985,41.5722,67.9586
-53.5837,42.4178,67.9083
-52.4834,43.24,67.8562
60.4698,-39.374,67.9167
61.2946,-38.6755,68.148
61.9912,-37.704,68.362
62.4903,-36.5472,68.5496
62.8706,-35.1243,68.6583
63.2486,-33.6919,68.7611
63.612,-32.1362,68.7618
63.8921,-30.5718,68.7815
64.1623,-29.0288,68.7807
64.4135,-27.4246,68.7243
64.6591,-25.8516,68.6727
64.8859,-24.3412,68.6488
65.0883,-22.9074,68.6247
65.2885,-21.4637,68.6104
65.4729,-19.9471,68.6525
65.5984,-18.3626,68.7507
65.309,-13.3722,68.7986
65.0415,-11.6153,68.7258
64.7615,-9.9732,68.6379
64.4819,-8.35575,68.5402
64.188,-6.80407,68.4294
63.8952,-5.40218,68.3124
63.5893,-4.03351,68.1792
63.2771,-2.66874,68.039
-64.8209,17.3145,68.6102
-64.5326,16.2491,68.5963
-64.2261,15.0953,68.6191
-63.9233,13.8074,68.7114
-62.9775,2.26135,67.8161
-62.9761,0.94518,67.883
-62.9748,-0.370991,67.95
-62.984,-1.71066,68.0425
-63.0048,-3.11282,68.1178
-63.0118,-4.4853,68.17
-63.0209,-5.85811,68.2523
-63.0326,-7.23396,68.3386
-62.9984,-8.59759,68.3938
-62.9294,-9.96741,68.4156
-62.8146,-11.4163,68.4336
-62.6973,-12.8739,68.4522
-62.5582,-14.3586,68.4361
-62.4012,-15.8532,68.3863
-62.242,-17.2615,68.4174
-62.0832,-18.6542,68.4533
-61.9244,-20.0469,68.4891
-61.7656,-21.4396,68.525
-23.3598,62.4504,68.7539
-21.8269,63.0334,68.7386
-20.2491,63.6381,68.7294
-18.6335,64.2706,68.7673
-12.4033,66.8142,67.8479
-10.9575,67.5337,67.9112
-9.58285,68.3884,67.9567
-8.28081,69.2371,67.9415
-7.04906,70.1588,67.9197
-5.83329,71.0826,67.8929
-4.65376,71.9648,67.8625
-3.40322,72.6239,67.8265
10.4874,66.0416,67.8247
11.7195,65.1321,67.8872
12.9863,64.2141,67.9835
14.2311,63.2981,68.0858
15.4508,62.3852,68.1988
31.751,55.0228,68.3919
30.601,55.9076,68.265
29.5101,56.7384,68.1841
28.3556,57.5159,68.1369
27.1497,58.184,68.0688
25.9808,58.663,68.0255
24.7857,59.1521,68.0209
23.5579,59.663,68.02
22.3144,60.185,67.993
21.0739,60.7029,67.9003
19.8001,61.2321,67.8732
18.4873,61.7889,67.9628
17.2692,62.3513,68.0499
16.0099,62.9642,68.1387
14.7451,63.649,68.2237
13.5006,64.3904,68.3239
12.2134,65.1671,68.4323
10.9147,65.951,68.539
9.60676,66.7405,68.6543
8.2721,67.5333,68.748
5.54459,69.075,68.7979
4.14924,69.8367,68.7746
2.76072,70.5816,68.772
1.34971,71.2582,68.7869
-0.175679,71.8528,68.7597
-1.69102,72.3702,68.7405
-3.17092,72.8611,68.7632
-62.6823,-13.4972,67.9439
-62.5122,-14.6598,67.9754
-62.295,-15.9331,68.062
-62.0754,-17.2365,68.1195
-61.9127,-18.5425,68.2053
-62.1666,-20.0582,68.2299
-62.4306,-21.5843,68.2545
-62.6965,-23.1234,68.2734
-62.9015,-24.73,68.2406
-63.0764,-26.35,68.1809
-63.2503,-27.911,68.134
-63.3802,-29.4714,68.1492
-63.5005,-31.0323,68.1704
-63.5722,-32.4461,68.1467
-63.198,-33.7309,68.1589
-62.4505,-34.984,68.1261
-61.6906,-36.1484,68.1148
-60.9297,-37.2687,68.1262
-60.0686,-38.3827,68.1413
-58.9088,-39.3082,68.1305
-57.7366,-40.171,68.0948
-56.4592,-41.026,68.0625
-55.1541,-41.8357,68.0886
-53.7798,-42.6646,68.0939
-52.4252,-43.4766,68.0805
-51.0912,-44.2725,68.0477
-49.9097,-44.6397,68.0263
-48.7188,-44.9761,68.0155
-47.5339,-45.295,68.0236
-46.36,-45.5971,68.0366
-2.84655,-72.9546,68.5786
-2.0009,-73.0617,68.106
-0.837345,-73.0703,67.961
0.803644,-72.6836,68.1758
2.70967,-71.8721,68.6994
3.58967,-71.4593,68.0784
5.98096,-70.3819,68.7265
6.90805,-69.9533,68.1978
8.09658,-69.4596,67.8226
11.0833,-68.2857,68.5685
12.3161,-67.7294,68.1992
14.5827,-66.3132,68.3341
18.0387,-64.0297,68.6045
16.923,-64.7669,68.1286
21.4717,-61.8381,68.637
20.4762,-62.4789,68.2023
25.3746,-59.2517,68.4363
24.6065,-59.7887,67.9898
28.1533,-56.8136,68.4049
27.5719,-57.3364,67.8317
30.154,-54.8776,68.154
31.8717,-53.2247,68.3185
33.0306,-52.2929,67.9508
64.8834,-10.5847,67.9195
65.0513,-11.6864,67.9824
65.2171,-12.8687,68.0188
65.3427,-14.0449,68.0561
65.4067,-15.202,68.09
65.4606,-16.3771,68.1171
65.4815,-17.6119,68.1196
65.3631,-18.9482,68.0989
65.2033,-20.3456,68.0514
65.043,-21.744,67.9979
64.8858,-23.1435,67.959
64.7299,-24.5434,67.9262
64.574,-25.9433,67.8935
64.3936,-27.3447,67.8672
64.1482,-28.7945,67.857
63.8732,-30.2276,67.9035
63.5873,-31.6537,67.9884
63.2828,-33.1008,68.1096
62.9643,-34.5175,68.1842
62.6077,-35.9375,68.285
62.1808,-37.298,68.4996
61.6226,-38.4309,68.7381
55.9992,-41.6077,67.9455
54.4946,-42.394,68.0941
52.9535,-43.2082,68.2798
51.3837,-44.0091,68.4281
49.8196,-44.81,68.5378
-32.1263,-54.6897,68.0169
-31.183,-55.114,67.838
-26.6465,-58.0679,68.7379
-25.3609,-59.0815,68.6133
-24.0623,-60.0987,68.4663
-22.7967,-61.0439,68.3852
-21.5377,-61.9445,68.3315
-20.3118,-62.7748,68.3078
-19.0802,-63.5977,68.2977
-17.8422,-64.4232,68.2877
-16.6074,-65.2411,68.2877
-15.3743,-66.0348,68.3277
-14.0923,-66.8503,68.3251
-12.7844,-67.676,68.3131
-11.4345,-68.5187,68.3035
-10.0793,-69.3538,68.3133
-8.68577,-70.1512,68.335
-7.26794,-70.9375,68.3594
-5.68652,-71.6642,68.3779
-3.83006,-72.1784,68.3388
-1.93984,-72.6148,68.3217
0.00835323,-72.92,68.3829
1.80822,-72.3584,68.4309
3.33674,-71.4838,68.5812
4.72976,-70.6092,68.7764
7.04213,-69.1485,68.0558
47.7167,44.2433,68.6305
48.668,43.562,68.3661
49.6554,42.846,68.0206
51.8309,41.4156,68.7723
52.9161,40.8011,68.5349
54.0093,40.316,68.3754
55.1275,39.8604,68.2603
56.2669,39.4154,68.1445
57.4243,38.9946,68.0317
58.6118,38.6131,67.9062
63.479,36.9988,68.7719
64.1796,36.2552,68.5622
64.3665,34.9073,68.2843
